time,device,signals,fault
1372,pc1041,"0x1,0x0",0x0
1373,SN74AHC2732,"0x0,0x1",0x0
1373,uln2803a2,"0x0,0x1",0x0
1373,pc1041,"0x1,0x0",0x0
1374,SN74HC175,"0x0,0x1",0x0
1374,uln2803a3,"0x0,0x1",0x0
1374,pc1042,"0x1,0x0",0x0
1375,ADS83441,"0x0,0x1",0x0
1375,pc1042,"0x0,0x1",0x0
1376,ADS83442,"0x0,0x1",0x0
1376,pc1042,"0x0,0x1",0x0
1377,JB1910,"0x0,0x1",0x0
1377,pc1041,"0x1,0x1",0x0
1378,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1378,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1379,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1379,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1380,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1381,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1382,MAX4883,"0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1383,MAX4884,"0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1384,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1384,pc1041,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1385,SN74AHC2731,"0x0,0x1",0x0
1385,uln2803a1,"0x0,0x1",0x0
1385,pc1041,"0x1,0x0",0x0
1386,SN74AHC2732,"0x0,0x0",0x5
1386,uln2803a2,"0x0,0x1",0x5
1386,pc1041,"0x1,0x0",0x5
1387,SN74HC175,"0x0,0x1",0x0
1387,uln2803a3,"0x0,0x1",0x0
1387,pc1042,0x1,0x0
1387,JB1910,0x0,0x0
1388,ADS83441,"0x0,0x1",0x0
1388,pc1042,"0x0,0x1",0x0
1389,ADS83442,"0x0,0x1",0x0
1389,pc1042,"0x0,0x1",0x0
1390,JB1910,"0x0,0x1",0x0
1390,pc1041,"0x0,0x1",0x0
1391,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1391,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1392,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x2
1393,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1394,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0",0x3
1395,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1396,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1397,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x1,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x2
1398,SN74AHC2731,"0x0,0x1",0x0
1398,uln2803a1,"0x0,0x1",0x0
1398,pc1041,"0x1,0x0",0x0
1399,SN74AHC2732,"0x1,0x1",0x5
1399,uln2803a2,"0x0,0x1",0x5
1399,pc1041,"0x1,0x0",0x5
1400,SN74HC175,"0x0,0x1",0x5
1400,uln2803a3,"0x0,0x1",0x5
1400,JB1910,"0x0,0x0",0x5
1401,ADS83441,"0x0,0x1",0x0
1401,pc1042,"0x0,0x1",0x0
1402,ADS83442,"0x0,0x1",0x0
1402,pc1042,"0x0,0x1",0x0
1403,JB1910,"0x0,0x1",0x0
1403,pc1041,"0x0,0x0",0x0
1404,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x2
1404,pc1041,"0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x2
1405,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1405,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1406,MAX4881,"0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1407,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1408,MAX4883,"0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1409,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0",0x3
1410,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1410,pc1041,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1411,SN74AHC2731,"0x0,0x0",0x5
1411,uln2803a1,"0x0,0x1",0x5
1411,pc1041,"0x1,0x0",0x5
1412,SN74AHC2732,"0x0,0x1",0x0
1412,uln2803a2,"0x0,0x1",0x0
1412,pc1041,"0x1,0x0",0x0
1413,SN74HC175,"0x0,0x1",0x0
1413,uln2803a3,"0x0,0x1",0x0
1413,JB1910,"0x1,0x0",0x0
1414,ADS83441,"0x0,0x1",0x0
1414,pc1042,"0x0,0x1",0x0
1415,ADS83442,"0x0,0x1",0x0
1415,pc1042,"0x0,0x1",0x0
1416,JB1910,"0x0,0x1",0x0
1416,pc1041,"0x0,0x1",0x0
1417,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x2
1417,pc1041,"0x0,0x0,0x0,0x0,0x1,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x2
1418,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x3
1418,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x3
1419,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1420,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1421,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1422,MAX4884,"0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1423,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1423,pc1041,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1424,SN74AHC2731,"0x0,0x1",0x0
1424,uln2803a1,"0x0,0x1",0x0
1424,pc1041,"0x1,0x0",0x0
1425,SN74AHC2732,"0x0,0x1",0x0
1425,uln2803a2,"0x0,0x1",0x0
1425,pc1041,"0x1,0x0",0x0
1426,SN74HC175,"0x0,0x1",0x0
1426,uln2803a3,"0x0,0x1",0x0
1426,JB1910,"0x1,0x0",0x0
1427,ADS83441,"0x0,0x1",0x0
1427,pc1042,"0x0,0x1",0x0
1428,ADS83442,"0x0,0x1",0x0
1428,pc1042,"0x0,0x1",0x0
1429,JB1910,"0x0,0x1",0x0
1429,pc1041,"0x0,0x1",0x0
1430,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0",0x3
1430,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x0",0x3
1431,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x2
1432,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1433,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1434,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1",0x1
1435,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1436,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0",0x1
1437,SN74AHC2731,"0x0,0x1",0x0
1437,uln2803a1,"0x0,0x1",0x0
1437,pc1041,"0x1,0x0",0x0
1438,SN74AHC2732,"0x1,0x1",0x5
1438,uln2803a2,"0x0,0x1",0x5
1438,pc1041,"0x1,0x0",0x5
1439,SN74HC175,"0x0,0x1",0x0
1439,uln2803a3,"0x0,0x1",0x0
1439,JB1910,"0x1,0x0",0x0
1440,ADS83441,"0x0,0x0",0x5
1440,pc1042,"0x0,0x1",0x5
1441,ADS83442,"0x0,0x1",0x0
1441,pc1042,"0x0,0x1",0x0
1442,JB1910,"0x0,0x1",0x0
1442,pc1041,"0x0,0x1",0x0
1443,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1443,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1444,W25Q5122,"0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x1
1445,MAX4881,"0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1446,MAX4882,"0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1447,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1448,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1449,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x1",0x1
1450,SN74AHC2731,"0x0,0x1",0x0
1450,uln2803a1,"0x0,0x1",0x0
1450,pc1041,"0x1,0x0",0x0
1451,SN74AHC2732,"0x0,0x1",0x0
1451,uln2803a2,"0x0,0x1",0x0
1451,pc1041,"0x1,0x0",0x0
1452,SN74HC175,"0x0,0x1",0x0
1452,uln2803a3,"0x1,0x1",0x0
1452,pc1042,0x0,0x0
1452,JB1910,0x0,0x0
1453,ADS83441,"0x0,0x1",0x0
1453,pc1042,"0x0,0x1",0x0
1454,ADS83442,"0x0,0x1",0x0
1454,pc1042,"0x0,0x0",0x0
1455,JB1910,"0x0,0x1",0x0
1455,pc1041,"0x0,0x1",0x0
1456,W25Q5121,"0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x2
1457,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1457,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1458,MAX4881,"0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1459,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1460,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1",0x1
1461,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1462,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x2
1463,SN74AHC2731,"0x0,0x1",0x0
1463,uln2803a1,"0x0,0x1",0x0
1463,pc1041,"0x1,0x0",0x0
1464,SN74AHC2732,"0x0,0x1",0x0
1464,uln2803a2,"0x0,0x1",0x0
1464,pc1041,"0x1,0x0",0x0
1465,SN74HC175,"0x0,0x1",0x0
1465,uln2803a3,"0x0,0x1",0x0
1465,pc1042,0x1,0x0
1465,JB1910,0x0,0x0
1466,ADS83441,"0x0,0x1",0x0
1466,pc1042,"0x0,0x1",0x0
1467,ADS83442,"0x0,0x1",0x0
1467,pc1042,"0x0,0x1",0x0
1468,JB1910,"0x0,0x1",0x0
1468,pc1041,"0x0,0x1",0x0
1469,W25Q5121,"0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x2
1470,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1470,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1471,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1472,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1473,MAX4883,"0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1474,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1475,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0",0x1
1476,SN74AHC2731,"0x0,0x1",0x0
1476,uln2803a1,"0x0,0x1",0x0
1476,pc1041,"0x1,0x0",0x0
1477,SN74AHC2732,"0x0,0x1",0x5
1477,uln2803a2,"0x0,0x1",0x5
1477,pc1041,"0x0,0x0",0x5
1478,SN74HC175,"0x0,0x1",0x0
1478,uln2803a3,"0x1,0x1",0x0
1478,JB1910,"0x0,0x0",0x0
1479,ADS83441,"0x0,0x1",0x0
1479,pc1042,"0x0,0x1",0x0
1480,ADS83442,"0x0,0x1",0x0
1480,pc1042,"0x0,0x1",0x0
1481,JB1910,"0x0,0x1",0x0
1481,pc1041,"0x0,0x1",0x0
1482,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0",0x3
1482,pc1041,"0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0",0x3
1483,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1483,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1484,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1485,MAX4882,"0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0",0x3
1486,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1487,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1488,TJA1050,"0x1,0x1,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x1",0x1
1489,SN74AHC2731,"0x0,0x1",0x0
1489,uln2803a1,"0x0,0x1",0x0
1489,pc1041,"0x1,0x0",0x0
1490,SN74AHC2732,"0x0,0x1",0x5
1490,uln2803a2,"0x0,0x1",0x5
1490,pc1041,"0x1,0x1",0x5
1491,SN74HC175,"0x0,0x1",0x0
1491,uln2803a3,"0x0,0x1",0x0
1491,JB1910,"0x1,0x0",0x0
1492,ADS83441,"0x0,0x1",0x0
1492,pc1042,"0x0,0x1",0x0
1493,ADS83442,"0x0,0x1",0x0
1493,pc1042,"0x0,0x1",0x0
1494,JB1910,"0x0,0x1",0x0
1494,pc1041,"0x0,0x1",0x0
1495,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1495,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1496,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1496,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1497,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1498,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1499,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0",0x3
1500,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1501,TJA1050,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1501,pc1041,"0x0,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x1,0x0,0x1,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1502,SN74AHC2731,"0x0,0x1",0x5
1502,uln2803a1,"0x0,0x0",0x5
1502,pc1041,"0x1,0x0",0x5
1503,SN74AHC2732,"0x0,0x1",0x0
1503,uln2803a2,"0x0,0x1",0x0
1503,pc1041,"0x1,0x0",0x0
1504,SN74HC175,"0x0,0x0",0x5
1504,uln2803a3,"0x0,0x1",0x5
1504,JB1910,"0x1,0x0",0x5
1505,ADS83441,"0x0,0x1",0x0
1505,pc1042,"0x0,0x1",0x0
1506,ADS83442,"0x0,0x1",0x0
1506,pc1042,"0x0,0x1",0x0
1507,JB1910,"0x0,0x1",0x0
1507,pc1041,"0x0,0x1",0x0
1508,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1508,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x0
1509,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0",0x3
1509,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x1,0x0",0x3
1510,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1511,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1512,MAX4883,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1513,MAX4884,"0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1514,TJA1050,"0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x0,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1514,pc1041,"0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x1,0x1,0x1,0x0,0x1,0x1,0x0,0x1,0x1,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x1,0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1515,SN74AHC2731,"0x0,0x1",0x0
1515,uln2803a1,"0x0,0x1",0x0
1515,pc1041,"0x1,0x0",0x0
1516,SN74AHC2732,"0x0,0x1",0x0
1516,uln2803a2,"0x0,0x1",0x0
1516,pc1041,"0x1,0x0",0x0
1517,SN74HC175,"0x0,0x1",0x0
1517,uln2803a3,"0x0,0x1",0x0
1517,JB1910,0x1,0x0
1517,pc1042,0x0,0x0
1518,ADS83441,"0x0,0x1",0x0
1518,pc1042,"0x0,0x1",0x0
1519,ADS83442,"0x0,0x1",0x0
1519,pc1042,"0x0,0x1",0x0
1520,JB1910,"0x0,0x1",0x0
1520,pc1041,"0x0,0x1",0x0
1521,W25Q5121,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x3
1521,pc1041,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x0,0x1,0x0",0x3
1522,W25Q5122,"0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x0",0x3
1522,pc1041,"0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x1,0x0,0x0,0x0,0x1,0x0",0x3
1523,MAX4881,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1524,MAX4882,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
1525,MAX4883,"0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x3
1526,MAX4884,"0x0,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0",0x0
